City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Kavaratti,IN,10.5669,72.642,80.78,62,0,10.2,clear sky
345,Bajil,YE,15.0584,43.2851,73.13,81,69,1.77,broken clouds
346,Mae Sai,TH,20.4335,99.8762,68.45,94,100,2.75,overcast clouds
347,Mackay,AU,-21.15,149.2,87.67,94,75,12.66,broken clouds
348,Preetz,DE,54.2333,10.2833,41.23,75,17,18.41,few clouds
349,Yamada,JP,39.4667,141.95,31.53,44,8,20.0,clear sky
350,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.27,91,70,2.62,broken clouds
351,General Roca,AR,-39.0333,-67.5833,61.2,61,100,7.2,overcast clouds
352,Corinto,GR,37.9407,22.9573,57.45,85,21,1.01,few clouds
353,Mednogorsk,RU,51.4128,57.595,23.94,96,99,5.39,overcast clouds
354,Lompoc,US,34.6391,-120.4579,57.42,70,0,25.32,haze
355,Ambon,ID,-3.6954,128.1814,80.74,74,40,17.27,light rain
356,Kavieng,PG,-2.5744,150.7967,81.28,79,100,12.26,light rain
357,Bichena,ET,10.45,38.2,55.78,48,61,1.59,broken clouds
358,Tulagi,SB,-9.0996,160.1476,84.94,69,63,5.75,broken clouds
359,Thunder Bay,CA,48.4001,-89.3168,-1.44,68,100,10.36,overcast clouds
360,Aleksandrov Gay,RU,50.147,48.5704,32.23,89,99,5.01,overcast clouds
361,Shelburne,CA,44.0787,-80.2041,34.59,85,100,11.68,overcast clouds
362,Powell River,CA,49.8496,-124.5361,41.0,45,20,14.97,few clouds
363,Vostok,RU,46.4856,135.8833,5.7,87,100,4.97,overcast clouds
364,Saint Anthony,US,45.0205,-93.218,19.65,72,100,17.27,overcast clouds
365,Colac,AU,-38.3333,143.5833,67.15,37,0,6.87,clear sky
366,Newtonmore,GB,57.066,-4.1192,39.04,97,100,7.56,overcast clouds
367,Mehamn,NO,71.0357,27.8492,21.96,80,100,4.97,overcast clouds
368,Alcaniz,ES,41.05,-0.1333,50.74,66,0,20.15,clear sky
369,Xianshuigu,CN,38.985,117.3828,28.4,26,0,13.42,clear sky
370,Rancho Palos Verdes,US,33.7445,-118.387,58.21,71,1,1.99,clear sky
371,Maragogi,BR,-9.0122,-35.2225,78.04,80,15,6.64,few clouds
372,Shizilu,CN,35.1711,118.8289,36.91,25,99,9.26,overcast clouds
373,Yozgat,TR,39.5833,35.3333,31.73,85,93,3.24,overcast clouds
374,Muros,ES,42.7762,-9.0603,45.1,93,88,7.92,overcast clouds
375,Mackenzie,CA,55.2999,-123.1698,7.02,47,0,4.61,clear sky
376,Morant Bay,JM,17.8815,-76.4093,76.62,80,12,10.2,few clouds
377,Kresttsy,RU,58.2452,32.5165,33.03,99,100,7.52,light snow
378,North Adams,US,42.7009,-73.1087,38.68,64,0,1.01,clear sky
379,Virginia Beach,US,36.8529,-75.978,59.02,71,91,1.01,overcast clouds
380,Masuguru,TZ,-11.3667,38.4167,74.14,95,100,3.38,overcast clouds
381,Sobolevo,RU,54.4299,31.8996,34.52,96,100,9.86,light snow
382,Biu,NG,10.6129,12.1946,66.42,17,82,8.84,broken clouds
383,Leningradskiy,RU,69.3833,178.4167,-22.79,97,100,9.75,light snow
384,Arlit,NE,18.7369,7.3853,66.0,10,0,6.13,clear sky
385,Kirakira,SB,-10.4544,161.9205,85.32,74,92,4.45,overcast clouds
386,Bang Yai,TH,13.8434,100.3625,78.94,65,72,5.14,broken clouds
387,Ewa Beach,US,21.3156,-158.0072,84.15,57,0,15.01,clear sky
388,Paamiut,GL,61.994,-49.6678,-5.3,82,97,7.87,overcast clouds
389,Grand-Santi,GF,4.25,-54.3833,72.55,99,100,1.92,light rain
390,Richards Bay,ZA,-28.783,32.0377,73.6,92,86,6.2,light rain
391,Yashkul,RU,46.1711,45.3435,35.51,84,0,1.95,clear sky
392,Grootfontein,NA,-19.5667,18.1167,63.97,94,49,2.3,scattered clouds
393,Gundlupet,IN,11.8,76.6833,67.37,73,8,2.01,clear sky
394,Koygorodok,RU,60.445,50.9968,21.79,97,97,5.39,overcast clouds
395,Port Augusta,AU,-32.5,137.7667,83.71,25,0,5.41,clear sky
396,Ginda,IN,30.6945,78.4932,32.97,31,100,3.8,overcast clouds
397,Coihaique,CL,-45.5752,-72.0662,52.41,62,4,2.3,clear sky
398,Camacupa,AO,-12.0167,17.4833,58.19,96,61,2.59,broken clouds
399,Boa Vista,BR,2.8197,-60.6733,84.18,58,0,8.05,clear sky
400,Half Moon Bay,US,37.4636,-122.4286,53.85,73,0,24.16,clear sky
401,Porto Novo,BJ,6.4965,2.6036,82.22,86,93,8.01,overcast clouds
402,Vyartsilya,RU,62.1764,30.693,22.87,92,100,10.94,light snow
403,Princeton,US,25.5384,-80.4089,74.01,78,0,5.75,clear sky
404,Creston,US,41.0586,-94.3614,47.48,100,0,14.97,clear sky
405,Laguna,US,38.421,-121.4238,57.4,44,0,10.36,clear sky
406,Les Cayes,HT,18.2,-73.75,74.14,79,1,3.65,clear sky
407,Mangit,UZ,40.5971,70.9607,38.48,41,100,4.32,overcast clouds
408,Kajaani,FI,64.2273,27.7285,6.85,92,0,4.61,clear sky
409,Durban,ZA,-29.8579,31.0292,73.02,93,94,4.0,overcast clouds
410,Hofn,IS,64.2539,-15.2082,38.95,95,100,45.07,heavy intensity rain
411,Huzhou,CN,30.8703,120.0933,42.98,62,100,0.92,overcast clouds
412,Polson,US,47.6936,-114.1632,13.1,68,100,7.0,overcast clouds
413,Surt,LY,31.2089,16.5887,57.51,76,35,9.55,scattered clouds
414,Taltal,CL,-25.4,-70.4833,69.87,72,0,6.22,clear sky
415,Ilo,PE,-17.6394,-71.3375,71.29,85,100,5.97,overcast clouds
416,Dekar,BW,-21.5333,21.9333,73.4,38,36,8.34,scattered clouds
417,Asyut,EG,27.181,31.1837,53.78,44,53,4.85,broken clouds
418,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,68.85,91,33,3.56,scattered clouds
419,Andenes,NO,69.3143,16.1194,21.18,86,75,8.05,broken clouds
420,Kaseda,JP,31.4167,130.3167,48.54,62,80,20.38,broken clouds
421,Qiyang,CN,26.5911,111.8474,36.41,98,100,4.27,overcast clouds
422,Daru,PG,-9.0763,143.2092,77.43,93,100,3.04,overcast clouds
423,Constitucion,CL,-35.3333,-72.4167,57.09,94,100,6.76,overcast clouds
424,Pevek,RU,69.7008,170.3133,-30.96,92,100,2.37,overcast clouds
425,Buala,SB,-8.145,159.5921,84.61,74,73,2.33,light rain
426,Bilma,NE,18.6853,12.9164,63.9,12,0,4.09,clear sky
427,Angoche,MZ,-16.2325,39.9086,79.27,78,100,5.7,overcast clouds
428,Gonen,TR,40.1049,27.654,47.07,91,42,6.87,scattered clouds
429,Beloha,MG,-25.1667,45.05,72.84,90,0,8.43,clear sky
430,Manono,CD,-7.3,27.4167,67.98,99,100,1.03,overcast clouds
431,Dzilam Gonzalez,MX,21.2833,-88.9333,76.71,62,0,7.4,clear sky
432,Ranong,TH,9.9658,98.6348,78.73,84,84,4.52,broken clouds
433,Kollo,NE,13.3043,2.339,73.83,12,1,9.6,clear sky
434,Sao Bernardo,BR,-3.3614,-42.4178,74.82,93,32,4.41,light rain
435,Havre-Saint-Pierre,CA,50.2334,-63.5986,9.19,55,0,17.27,clear sky
436,Felanitx,ES,39.4696,3.1483,52.02,79,0,1.68,clear sky
437,Nioro,GM,13.35,-15.75,75.92,29,63,7.09,broken clouds
438,Bilibino,RU,68.0546,166.4372,-22.72,94,100,3.49,overcast clouds
439,Shimoda,JP,34.6667,138.95,46.76,54,2,29.55,clear sky
440,Sibolga,ID,1.7427,98.7792,81.16,72,100,1.63,overcast clouds
441,Ternate,ID,0.8,127.4,76.24,92,100,18.21,moderate rain
442,Wamba,NG,8.9333,8.6,72.7,18,98,3.8,overcast clouds
443,Keetmanshoop,NA,-26.5833,18.1333,76.64,23,3,0.63,clear sky
444,Sur,OM,22.5667,59.5289,71.89,71,0,12.41,clear sky
445,San Patricio,US,28.017,-97.5169,73.81,85,0,19.71,clear sky
446,Egra,CZ,50.0796,12.3739,37.99,96,100,12.37,overcast clouds
447,Chester,US,40.1254,-75.8749,47.66,64,0,0.0,clear sky
448,Nome,US,64.5011,-165.4064,33.87,86,100,21.85,light snow
449,Moussoro,TD,13.6408,16.4901,66.4,12,0,14.63,clear sky
450,Hokitika,NZ,-42.7167,170.9667,65.75,70,100,6.11,overcast clouds
451,Seryshevo,RU,51.0933,128.3786,3.42,81,26,8.43,scattered clouds
452,Mount Isa,AU,-20.7333,139.5,91.17,16,5,8.05,clear sky
453,Samarinda,ID,-0.5,117.15,84.06,67,100,2.28,overcast clouds
454,Creel,MX,27.75,-107.6333,41.18,72,41,17.45,scattered clouds
455,Port Hawkesbury,CA,45.6169,-61.3485,36.18,91,0,2.3,clear sky
456,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.35,79,14,7.11,few clouds
457,Huancabamba,PE,-5.2386,-79.4506,58.87,99,100,1.79,overcast clouds
458,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.53,91,100,9.24,overcast clouds
459,Klaksvik,FO,62.2266,-6.589,34.72,92,100,52.12,overcast clouds
460,Tautira,PF,-17.7333,-149.15,89.62,71,8,15.12,clear sky
461,Maibong,IN,25.3,93.1667,59.85,57,14,1.45,few clouds
462,Turukhansk,RU,65.8167,87.9833,17.28,89,100,18.16,overcast clouds
463,San Cristobal,VE,7.7669,-72.225,69.98,85,96,2.66,overcast clouds
464,Salalah,OM,17.0151,54.0924,72.21,39,9,14.2,clear sky
465,Iwanai,JP,42.9744,140.5089,27.73,93,100,12.17,snow
466,Mandal,IN,25.45,74.5667,62.73,41,0,7.54,clear sky
467,Samarai,PG,-10.6167,150.6667,85.39,70,100,8.14,overcast clouds
468,Hauterive,FR,46.0901,3.4459,45.36,89,100,8.66,overcast clouds
469,Gigmoto,PH,13.7796,124.39,78.8,85,100,17.96,overcast clouds
470,Najran,SA,17.4924,44.1277,54.25,33,77,1.86,broken clouds
471,Panguna,PG,-6.3164,155.4848,81.99,67,79,1.74,light rain
472,Limpapa,PH,7.1197,121.9106,81.73,65,98,1.61,overcast clouds
473,Aasiaat,GL,68.7098,-52.8699,-2.51,92,100,8.75,overcast clouds
474,Pandan,PH,14.0453,124.1694,78.37,85,100,18.86,overcast clouds
475,Akdepe,TM,42.0551,59.3788,39.2,49,40,6.4,scattered clouds
476,Namibe,AO,-15.1961,12.1522,76.14,83,100,3.91,overcast clouds
477,Mikhaylovskoye,RU,51.8239,79.7172,10.67,90,100,6.26,overcast clouds
478,Madimba,TZ,-10.4,40.3333,79.14,86,100,6.53,moderate rain
479,Eureka,US,40.8021,-124.1637,45.19,83,60,1.99,broken clouds
480,Carutapera,BR,-1.195,-46.02,78.71,86,100,7.94,overcast clouds
481,Upata,VE,8.0086,-62.3989,75.2,76,98,6.24,overcast clouds
482,Minab,IR,27.1467,57.0801,66.52,82,4,1.14,clear sky
483,Temple,US,31.0982,-97.3428,77.59,67,0,25.32,clear sky
484,Clifton,US,40.8584,-74.1638,44.58,67,0,3.44,clear sky
485,Morondava,MG,-20.2833,44.2833,81.05,65,21,11.23,few clouds
486,Muroto,JP,33.2833,134.15,44.64,52,9,16.24,clear sky
487,Verkhnyaya Inta,RU,65.9811,60.3094,22.28,95,98,11.99,light snow
488,Akyab,MM,20.15,92.9,68.9,75,45,7.07,scattered clouds
489,Quatre Cocos,MU,-20.2078,57.7625,80.71,89,100,16.35,light rain
490,Bodaybo,RU,57.8506,114.1933,10.81,94,100,1.41,overcast clouds
491,Nemuro,JP,43.3236,145.575,24.78,73,75,23.2,broken clouds
492,Constantine,DZ,36.365,6.6147,42.21,65,20,2.3,few clouds
493,Katherine,AU,-14.4667,132.2667,88.12,58,75,5.75,broken clouds
494,Tongliao,CN,43.6125,122.2653,4.82,72,1,6.51,clear sky
495,Namie,JP,37.4833,141.0,37.96,65,85,11.12,overcast clouds
496,Diapaga,BF,12.0708,1.7889,71.69,13,27,6.85,scattered clouds
497,Ugoofaaru,MV,5.6667,73.0,81.91,70,7,5.64,clear sky
498,Xining,CN,36.6167,101.7667,16.52,54,5,3.87,clear sky
499,Roald,NO,62.5833,6.1333,30.34,100,75,3.44,broken clouds
500,Ahipara,NZ,-35.1667,173.1667,77.7,58,13,3.44,few clouds
501,Bari,IT,41.1177,16.8512,53.87,63,20,10.36,few clouds
502,Sao Filipe,CV,14.8961,-24.4956,70.83,71,39,10.18,scattered clouds
503,Akcakoca,TR,41.0866,31.1162,49.57,73,7,6.98,clear sky
504,Trelew,AR,-43.249,-65.3051,54.45,58,49,7.25,scattered clouds
505,Diffa,NE,13.3154,12.6113,65.86,21,5,10.63,clear sky
506,Bougouni,ML,11.417,-7.479,77.49,17,10,3.36,clear sky
507,Concepcion,CL,-36.827,-73.0498,57.0,88,100,10.36,overcast clouds
508,Grand Gaube,MU,-20.0064,57.6608,81.0,85,100,11.99,overcast clouds
509,Kuruman,ZA,-27.4524,23.4325,64.72,17,0,8.16,clear sky
510,Atyrau,KZ,47.1167,51.8833,33.82,100,100,6.71,mist
511,Wanaka,NZ,-44.7,169.15,57.96,87,99,5.66,overcast clouds
512,Yanji,CN,42.9075,129.5078,10.08,54,6,14.7,clear sky
513,Tiznit,MA,29.5833,-9.5,64.89,25,97,11.43,overcast clouds
514,Pulawy,PL,51.4166,21.9694,40.41,61,49,14.72,scattered clouds
515,Wewak,PG,-3.5534,143.6268,79.63,82,100,3.04,light rain
516,Belaya Gora,RU,68.5333,146.4167,-33.36,95,89,3.53,overcast clouds
517,Belmonte,BR,-15.8631,-38.8828,79.3,82,16,4.68,few clouds
518,Villa Constitucion,AR,-33.2278,-60.3297,73.36,66,100,6.26,overcast clouds
519,Machico,PT,32.7,-16.7667,63.23,77,75,23.02,broken clouds
520,Boromlya,UA,50.6184,34.9704,37.49,77,100,12.91,overcast clouds
521,Simpang,ID,-1.2667,104.0833,75.06,95,100,2.86,overcast clouds
522,Kashiwazaki,JP,37.3667,138.55,32.88,88,100,14.05,light snow
523,Durango,MX,24.8333,-104.8333,56.01,50,0,12.06,clear sky
524,Bay Roberts,CA,47.5999,-53.2648,36.52,80,96,11.01,overcast clouds
525,Naze,JP,28.3667,129.4833,56.32,56,100,11.9,overcast clouds
526,Catuday,PH,16.2923,119.8062,82.15,63,74,6.82,broken clouds
527,Yantzaza,EC,-3.8278,-78.7594,67.66,99,100,0.69,light rain
528,Severo-Kurilsk,RU,50.6789,156.125,30.0,91,100,38.12,snow
529,Cap Malheureux,MU,-19.9842,57.6142,81.09,85,100,11.99,overcast clouds
530,Mosquera,CO,4.7059,-74.2302,53.69,87,40,4.61,scattered clouds
531,Uarini,BR,-2.99,-65.1083,74.16,95,91,1.83,overcast clouds
532,Arkhangelsk,RU,64.5401,40.5433,19.51,93,100,0.0,overcast clouds
533,Rudnya,RU,54.947,31.0934,33.58,92,94,12.41,overcast clouds
534,Verkhoturye,RU,58.8627,60.8054,16.61,92,18,7.94,few clouds
535,Antofagasta,CL,-23.65,-70.4,67.28,80,12,3.89,few clouds
536,Sinnamary,GF,5.3833,-52.95,77.14,90,100,6.91,light rain
537,Garowe,SO,8.4054,48.4845,67.5,82,3,8.12,clear sky
538,Nokaneng,BW,-19.6667,22.2667,71.15,65,44,1.97,scattered clouds
539,Pocoes,BR,-14.5297,-40.3653,65.05,99,28,4.0,scattered clouds
540,Ipixuna,BR,-1.7625,-48.8043,76.95,97,100,3.29,light rain
541,Ventersburg,ZA,-28.0856,27.1381,58.86,36,0,1.59,clear sky
542,Sehithwa,BW,-20.4667,22.7167,76.14,45,73,3.56,broken clouds
543,Marawi,PH,7.9986,124.2928,71.65,51,95,3.06,overcast clouds
544,Gotsu,JP,35.0,132.2167,39.34,52,74,24.54,broken clouds
545,Chifeng,CN,42.2683,118.9636,12.38,47,1,13.76,clear sky
546,Dalbandin,PK,28.8947,64.4101,60.06,33,69,8.55,broken clouds
547,Rafiganj,IN,24.8167,84.65,50.14,48,0,3.44,clear sky
548,San Carlos De Bariloche,AR,-41.1456,-71.3082,51.55,66,100,8.05,overcast clouds
549,Coromandel,BR,-18.4733,-47.2003,65.34,95,100,0.45,overcast clouds
550,Sistranda,NO,63.7256,8.834,32.9,55,68,18.75,broken clouds
551,San Policarpo,PH,12.1791,125.5072,79.3,84,100,19.55,moderate rain
552,Artesia,US,33.8658,-118.0831,59.0,65,0,9.22,clear sky
553,Lao Cai,VN,22.4833,103.95,48.07,93,100,0.56,overcast clouds
554,Mariel,CU,22.9875,-82.7536,73.26,78,2,18.23,light rain
555,Ust-Maya,RU,60.4167,134.5333,-5.17,92,100,3.06,overcast clouds
556,Linxia,CN,35.6003,103.2064,19.08,70,59,2.44,broken clouds
557,Deep River,CA,46.1001,-77.4995,17.44,93,100,8.46,light snow
558,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,71,0,5.75,clear sky
559,Warrnambool,AU,-38.3833,142.4833,65.39,52,0,13.22,clear sky
560,Dubbo,AU,-32.25,148.6167,82.53,51,40,4.61,scattered clouds
561,Kumano,JP,34.3442,132.5894,41.95,50,18,18.77,few clouds
562,Turka,UA,49.1541,23.0297,31.26,96,69,5.37,broken clouds
563,Khandyga,RU,62.6667,135.6,-13.63,93,100,3.2,overcast clouds
564,Faya,SA,18.3851,42.4509,50.11,36,19,2.89,few clouds
565,Bosaso,SO,11.2842,49.1816,71.91,81,5,2.46,clear sky
566,Bogande,BF,12.9714,-0.1436,70.7,10,6,8.93,clear sky
567,Praia Da Vitoria,PT,38.7333,-27.0667,54.75,93,40,4.05,scattered clouds
568,Tabuk,PH,17.4189,121.4443,76.6,85,95,2.51,overcast clouds
569,Baracoa,CU,20.3467,-74.4958,76.24,79,41,12.55,scattered clouds
570,Margate,GB,51.3813,1.3862,43.95,73,90,3.0,overcast clouds
571,Eagle Pass,US,28.7091,-100.4995,85.05,43,4,13.35,clear sky
572,Muhos,FI,64.808,25.9931,4.78,97,100,3.47,overcast clouds
573,Kota Tinggi,MY,1.7381,103.8999,80.64,69,100,5.23,overcast clouds
574,Hirara,JP,24.8,125.2833,62.87,88,75,16.11,broken clouds
575,Lukulu,ZM,-14.3707,23.242,63.79,95,75,3.76,broken clouds
576,Oda,JP,35.1833,132.5,39.97,55,99,25.43,overcast clouds
577,Mabaruma,GY,8.2,-59.7833,71.96,97,7,2.26,clear sky
578,Mangrol,IN,21.1167,70.1167,69.69,79,4,4.25,clear sky
579,Youghal,IE,51.95,-7.8506,51.1,100,100,20.36,overcast clouds
580,Juiz De Fora,BR,-21.7642,-43.3503,67.5,97,100,2.39,overcast clouds
581,Goma,CD,-1.6792,29.2228,63.75,72,100,2.95,overcast clouds
582,Atar,MR,20.5169,-13.0499,76.23,17,100,4.97,overcast clouds
583,Tilichiki,RU,60.4667,166.1,-14.84,86,22,9.51,few clouds
584,Jutai,BR,-5.1833,-68.9,72.9,99,100,1.59,light rain
585,Sokolo,ML,14.7328,-6.1219,77.45,12,2,9.19,clear sky
586,Pimenteiras,BR,-6.2453,-41.4192,77.05,67,67,2.42,broken clouds
587,Nalut,LY,30.3333,10.85,56.44,49,34,7.47,scattered clouds
588,Bindura,ZW,-17.3019,31.3306,66.02,96,20,0.74,few clouds
589,Preobrazheniye,RU,42.9019,133.9064,16.2,47,79,10.09,broken clouds
590,Pangnirtung,CA,66.1451,-65.7125,-27.42,90,100,2.17,overcast clouds
591,Winnemucca,US,40.973,-117.7357,33.85,40,0,6.91,clear sky
592,Guantanamo,CU,20.1444,-75.2092,77.47,85,2,5.64,clear sky
593,Robertsonpet,IN,12.9667,78.2833,70.52,65,73,2.08,broken clouds
594,Saint-Joseph,RE,-21.3667,55.6167,77.36,87,100,21.72,light rain
595,Champerico,GT,14.3,-91.9167,81.77,68,46,7.63,scattered clouds
596,Zhezkazgan,KZ,47.8043,67.7144,12.18,85,0,8.95,clear sky
597,Merauke,ID,-8.4667,140.3333,79.97,86,100,10.58,overcast clouds
598,Suamico,US,44.6319,-88.0393,33.01,87,100,20.71,mist
599,Guna,IN,24.65,77.3167,62.92,34,0,7.87,clear sky
600,Camopi,GF,3.1655,-52.3158,72.77,99,100,1.92,overcast clouds
601,Kungurtug,RU,50.5994,97.5228,0.9,87,13,1.95,few clouds
602,Senanga,ZM,-16.1167,23.2667,65.5,93,13,4.61,few clouds
603,Arteaga,MX,18.4667,-102.4167,64.09,64,0,3.13,clear sky
604,Dawei,MM,14.0833,98.2,78.19,67,12,4.56,few clouds
605,Mount Gambier,AU,-37.8333,140.7667,67.91,40,40,12.66,scattered clouds
606,Deputatskiy,RU,69.3,139.9,-14.15,78,99,4.36,overcast clouds
607,Guanica,PR,17.9716,-66.908,76.91,88,0,1.99,clear sky
608,Banjar,ID,-8.19,114.9675,78.66,76,93,4.34,overcast clouds
609,Owando,CG,-0.4819,15.8999,73.87,78,99,2.33,overcast clouds
610,Yanam,IN,16.7333,82.2167,73.8,80,88,0.98,heavy intensity rain
611,Kaspiyskiy,RU,45.3929,47.3707,41.13,84,87,4.5,overcast clouds
612,Sulina,RO,45.1559,29.6536,43.77,91,87,10.11,overcast clouds
613,Pangoa,PE,-12.1167,-73.0,67.91,100,100,1.1,overcast clouds
614,Prnjavor,BA,44.8703,17.6628,36.66,95,100,1.34,overcast clouds
615,Banda Aceh,ID,5.5577,95.3222,81.16,78,78,7.96,broken clouds
616,Kodino,RU,63.7198,39.6447,-0.44,100,100,1.92,overcast clouds
617,Elizabeth City,US,36.2946,-76.2511,58.01,88,100,9.26,overcast clouds
618,North Bend,US,43.4065,-124.2243,44.51,92,100,6.91,overcast clouds
619,Truth Or Consequences,US,33.1284,-107.2528,59.23,18,0,26.46,clear sky
620,Boma,GH,7.0805,-2.1697,72.55,85,5,1.34,clear sky
621,Bealanana,MG,-14.55,48.7333,64.81,97,100,3.8,light rain
622,Bakreswar,IN,23.8833,87.3667,64.06,49,0,5.82,clear sky
623,Aksu,CN,41.1231,80.2644,26.2,48,0,2.33,clear sky
624,Dickinson,US,29.4608,-95.0513,74.19,92,100,13.8,overcast clouds
625,Conde,BR,-7.2597,-34.9075,80.06,78,20,6.91,few clouds
626,Souillac,MU,-20.5167,57.5167,80.98,89,40,21.85,scattered clouds
627,Vallenar,CL,-28.5708,-70.7581,67.32,61,0,2.26,clear sky
628,Gejiu,CN,23.306,103.1635,32.49,97,100,3.58,snow
629,Kysyl-Syr,RU,63.8986,122.7617,2.08,95,96,2.01,overcast clouds
630,Chiredzi,ZW,-21.05,31.6667,70.59,86,6,5.17,clear sky
631,High Prairie,CA,55.4334,-116.4858,-4.7,95,64,3.36,broken clouds
632,Seoul,KR,37.5683,126.9778,27.79,25,0,9.22,clear sky
633,Marshall,US,34.3834,-86.3333,53.31,83,100,9.22,overcast clouds
634,Asau,RO,46.4333,26.4,45.75,69,100,4.34,overcast clouds
635,El Dorado,US,38.7666,-120.5177,46.6,45,68,3.0,broken clouds
636,Teeli,RU,51.0333,90.2333,-9.27,88,21,1.54,few clouds
637,Dzerzhinskoye,RU,56.8344,95.2283,12.51,98,80,3.65,broken clouds
638,Mason City,US,43.1536,-93.201,30.29,89,100,19.57,light snow
639,Nioki,CD,-2.7167,17.6833,73.81,79,100,1.12,overcast clouds
640,Sarangani,PH,5.4033,125.4636,79.2,74,99,10.71,light rain
641,Marsh Harbour,BS,26.5412,-77.0636,72.91,75,28,18.28,scattered clouds
642,Porbandar,IN,21.6422,69.6093,70.5,78,5,5.59,clear sky
643,Kichmengskiy Gorodok,RU,59.9816,45.7854,17.94,98,94,3.96,overcast clouds
644,Nayagarh,IN,20.1333,85.1,67.42,86,73,1.9,broken clouds
645,Broken Hill,AU,-31.95,141.4333,78.51,25,0,16.11,clear sky
646,Salamanca,ES,40.8333,-6.0,41.0,65,18,7.87,few clouds
647,Igrim,RU,63.1906,64.4162,10.96,95,97,5.88,overcast clouds
648,Camacari,BR,-12.6975,-38.3242,82.17,91,13,4.88,few clouds
649,Beaverlodge,CA,55.2166,-119.4361,-6.45,91,95,3.13,overcast clouds
650,Casablanca,MA,33.5928,-7.6192,60.33,87,0,5.99,clear sky
651,Witbank,ZA,-25.8713,29.2332,58.51,80,0,5.17,clear sky
652,Saint-Augustin,CA,51.226,-58.6502,-4.94,65,0,18.21,clear sky
653,Lasa,IT,46.6166,10.7002,34.36,94,75,7.36,light snow
654,Oeiras,BR,-7.0253,-42.1311,75.38,79,84,1.25,broken clouds
655,Montepuez,MZ,-13.1256,38.9997,69.94,99,100,3.24,light rain
656,Pio Xii,BR,-3.8325,-45.1525,75.13,94,100,2.44,overcast clouds
657,Kuragino,RU,53.8975,92.6725,-6.72,99,53,2.77,broken clouds
658,South Sioux City,US,42.4739,-96.4136,21.52,82,100,15.99,overcast clouds
659,Zanjan,IR,36.6736,48.4787,33.57,84,100,2.17,overcast clouds
660,San Andres,CO,12.5847,-81.7006,80.62,74,40,14.97,scattered clouds
661,Mataram,ID,-8.5833,116.1167,81.41,85,100,3.2,overcast clouds
662,Tocopilla,CL,-22.092,-70.1979,70.27,79,30,2.19,scattered clouds
663,Oakdale,US,44.963,-92.9649,19.83,73,100,12.66,overcast clouds
664,Rio Grande,BR,-32.035,-52.0986,75.31,81,29,9.93,scattered clouds
665,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,51,75,13.42,light snow
666,Farafangana,MG,-22.8167,47.8333,77.18,93,100,14.65,moderate rain
667,Yerbogachen,RU,61.2767,108.0108,13.53,92,58,8.79,broken clouds
668,Lorengau,PG,-2.0226,147.2712,77.27,92,100,13.94,light rain
669,Minsk,BY,53.9,27.5667,33.55,82,11,17.43,few clouds
670,Strelka,RU,58.0728,93.0344,2.07,100,97,4.76,overcast clouds
671,Marzuq,YE,14.4,46.4667,57.27,37,87,3.83,overcast clouds
672,Havoysund,NO,70.9963,24.6622,16.68,83,100,7.05,overcast clouds
673,Wingham,CA,43.8879,-81.3114,36.57,80,100,13.09,overcast clouds
674,Ismailia,EG,30.6043,32.2723,57.11,67,1,4.72,clear sky
675,Magistralnyy,RU,56.1725,107.4458,6.26,92,26,4.9,scattered clouds
676,Farah,AF,32.5,62.5,47.61,73,32,7.18,scattered clouds
677,Singkang,MY,2.1006,102.7994,78.69,77,100,3.4,overcast clouds
678,Syracuse,IT,37.0881,15.2792,55.45,60,1,27.36,clear sky
679,Mandera,KE,3.9366,41.867,79.27,37,100,8.7,overcast clouds
680,Mahanoro,MG,-19.9,48.8,73.4,95,100,27.27,heavy intensity rain
681,Luganville,VU,-15.5333,167.1667,86.52,66,61,8.66,broken clouds
682,Nhulunbuy,AU,-12.2333,136.7667,88.41,62,75,1.14,moderate rain
683,Mandapam,IN,9.2833,79.1167,79.79,74,6,4.85,clear sky
684,Hervey Bay,AU,-25.2986,152.8535,88.03,74,5,15.14,clear sky
685,Pangody,RU,65.85,74.4859,17.47,95,100,10.71,overcast clouds
686,Turbat,PK,26.0023,63.044,65.66,77,0,2.57,clear sky
687,Floro,NO,61.5996,5.0328,30.96,80,63,5.75,broken clouds
688,Sangar,RU,63.9242,127.4739,-11.43,89,90,7.56,overcast clouds
689,Roros,NO,62.5747,11.3842,19.24,86,40,4.61,scattered clouds
690,Bonthe,SL,7.5264,-12.505,75.4,80,100,1.7,light rain
691,Mascota,MX,20.5167,-104.7833,59.13,58,0,2.3,clear sky
692,Saint-Ambroise,CA,48.5501,-71.3324,-0.8,60,92,8.05,overcast clouds
693,Cimarron Hills,US,38.8586,-104.6989,36.45,74,75,28.77,broken clouds
694,Aguilas,ES,37.4063,-1.5829,57.06,42,1,5.57,clear sky
695,Pacho,CO,5.1328,-74.1598,62.17,96,98,2.39,overcast clouds
