City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
505,Diffa,NE,65.86,clear sky,13.3154,12.6113,ProDAF/Diffa
506,Bougouni,ML,77.49,clear sky,11.417,-7.479,Non Stop
507,Concepcion,CL,57.0,overcast clouds,-36.827,-73.0498,Hotel El Araucano
508,Grand Gaube,MU,81.0,overcast clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
509,Kuruman,ZA,64.72,clear sky,-27.4524,23.4325,Cornerstone Guest House
511,Wanaka,NZ,57.96,overcast clouds,-44.7,169.15,Wanaka Homestead Lodge and Cottages
514,Pulawy,PL,40.41,scattered clouds,51.4166,21.9694,Hotel Trzy Korony
515,Wewak,PG,79.63,light rain,-3.5534,143.6268,In Wewak Boutique Hotel
517,Belmonte,BR,79.3,few clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
518,Villa Constitucion,AR,73.36,overcast clouds,-33.2278,-60.3297,HOTEL EMBAJADOR
519,Machico,PT,63.23,broken clouds,32.7,-16.7667,Dom Pedro Madeira Hotel
525,Naze,JP,56.32,overcast clouds,28.3667,129.4833,Shishime Hotel
526,Catuday,PH,82.15,broken clouds,16.2923,119.8062,Benjie's Kubo & Cottages
527,Yantzaza,EC,67.66,light rain,-3.8278,-78.7594,HOTEL ALEJANDRO YANTZAZA
529,Cap Malheureux,MU,81.09,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
530,Mosquera,CO,53.69,scattered clouds,4.7059,-74.2302,Hotel SJ
535,Antofagasta,CL,67.28,few clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
536,Sinnamary,GF,77.14,light rain,5.3833,-52.95,ALETHEIA Appartement Sinnamary
537,Garowe,SO,67.5,clear sky,8.4054,48.4845,Curubo Hotel
539,Pocoes,BR,65.05,scattered clouds,-14.5297,-40.3653,Poções Palace Hotel
540,Ipixuna,BR,76.95,light rain,-1.7625,-48.8043,Casa da Oscarina
541,Ventersburg,ZA,58.86,clear sky,-28.0856,27.1381,Palms Guesthouse Ventersburg
542,Sehithwa,BW,76.14,broken clouds,-20.4667,22.7167,MONLEK GUEST HOUSE
543,Marawi,PH,71.65,overcast clouds,7.9986,124.2928,Derogongan Residence
546,Dalbandin,PK,60.06,broken clouds,28.8947,64.4101,Sanjrani House
547,Rafiganj,IN,50.14,clear sky,24.8167,84.65,Umesh sweets
548,San Carlos De Bariloche,AR,51.55,overcast clouds,-41.1456,-71.3082,Hotel Patagonia
549,Coromandel,BR,65.34,overcast clouds,-18.4733,-47.2003,Hotel Dona Adélia
551,San Policarpo,PH,79.3,moderate rain,12.1791,125.5072,Agapita M. Nicart
552,Artesia,US,59.0,clear sky,33.8658,-118.0831,Sheraton Cerritos Hotel
553,Lao Cai,VN,48.07,overcast clouds,22.4833,103.95,Legend Hotel
554,Mariel,CU,73.26,light rain,22.9875,-82.7536,Casa De Alojamiento Marilda
558,Comodoro Rivadavia,AR,51.66,clear sky,-45.8667,-67.5,Austral Hotel
559,Warrnambool,AU,65.39,clear sky,-38.3833,142.4833,Lady Bay Resort
560,Dubbo,AU,82.53,scattered clouds,-32.25,148.6167,Quality Inn Dubbo International
561,Kumano,JP,41.95,few clouds,34.3442,132.5894,ホテル コラソン
564,Faya,SA,50.11,few clouds,18.3851,42.4509,املاك خالد الشعشوع
565,Bosaso,SO,71.91,clear sky,11.2842,49.1816,Red Sea Hotel
566,Bogande,BF,70.7,clear sky,12.9714,-0.1436,Auberge Wendkouni
567,Praia Da Vitoria,PT,54.75,scattered clouds,38.7333,-27.0667,Hotel Branco I
568,Tabuk,PH,76.6,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
569,Baracoa,CU,76.24,scattered clouds,20.3467,-74.4958,Hostal Rio Miel
570,Margate,GB,43.95,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
571,Eagle Pass,US,85.05,clear sky,28.7091,-100.4995,"Holiday Inn Express & Suites Eagle Pass, an IHG Hotel"
573,Kota Tinggi,MY,80.64,overcast clouds,1.7381,103.8999,Canopy Tribe
574,Hirara,JP,62.87,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
575,Lukulu,ZM,63.79,broken clouds,-14.3707,23.242,Ruth Guest House
577,Mabaruma,GY,71.96,clear sky,8.2,-59.7833,Monty Brooms Guest House
578,Mangrol,IN,69.69,clear sky,21.1167,70.1167,Hotel The Royal Honours
579,Youghal,IE,51.1,overcast clouds,51.95,-7.8506,Quality Hotel and Leisure Centre Youghal
580,Juiz De Fora,BR,67.5,overcast clouds,-21.7642,-43.3503,Constantino Hotel
581,Goma,CD,63.75,overcast clouds,-1.6792,29.2228,"Goma, CENTRE D'ACCUEIL CARITAS"
582,Atar,MR,76.23,overcast clouds,20.5169,-13.0499,Oumou Elghoura
586,Pimenteiras,BR,77.05,broken clouds,-6.2453,-41.4192,Hotel rotativo pimentas
588,Bindura,ZW,66.02,few clouds,-17.3019,31.3306,Mayfair Lodges and Restaurant
592,Guantanamo,CU,77.47,clear sky,20.1444,-75.2092,Hotel Guantánamo
593,Robertsonpet,IN,70.52,broken clouds,12.9667,78.2833,Morritt Farms
594,Saint-Joseph,RE,77.36,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
595,Champerico,GT,81.77,scattered clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
599,Guna,IN,62.92,clear sky,24.65,77.3167,Hotel G K Jain
600,Camopi,GF,72.77,overcast clouds,3.1655,-52.3158,La pousada
602,Senanga,ZM,65.5,few clouds,-16.1167,23.2667,Zango lodge
604,Dawei,MM,78.19,few clouds,14.0833,98.2,Hotel Dawei
605,Mount Gambier,AU,67.91,scattered clouds,-37.8333,140.7667,The Commodore
607,Guanica,PR,76.91,clear sky,17.9716,-66.908,Copamarina Beach Resort & Spa
608,Banjar,ID,78.66,overcast clouds,-8.19,114.9675,The Hamsa Resort
609,Owando,CG,73.87,overcast clouds,-0.4819,15.8999,Exaunel Hotel Owando
610,Yanam,IN,73.8,heavy intensity rain,16.7333,82.2167,The Regency Hotel
611,Kaspiyskiy,RU,41.13,overcast clouds,45.3929,47.3707,"Gostinitsa ""Gostevoy Dvor"""
612,Sulina,RO,43.77,overcast clouds,45.1559,29.6536,Hotel Delta Est
615,Banda Aceh,ID,81.16,broken clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
617,Elizabeth City,US,58.01,overcast clouds,36.2946,-76.2511,Hampton Inn Elizabeth City
618,North Bend,US,44.51,overcast clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
619,Truth Or Consequences,US,59.23,clear sky,33.1284,-107.2528,Charles Motel
620,Boma,GH,72.55,clear sky,7.0805,-2.1697,Obaatanpa Hotel
622,Bakreswar,IN,64.06,clear sky,23.8833,87.3667,Bakreswar Youth Hostel
624,Dickinson,US,74.19,overcast clouds,29.4608,-95.0513,Hampton Inn & Suites Houston/League City
625,Conde,BR,80.06,few clouds,-7.2597,-34.9075,Pousada Beija Flor
626,Souillac,MU,80.98,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
627,Vallenar,CL,67.32,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
630,Chiredzi,ZW,70.59,clear sky,-21.05,31.6667,Clevers Hotel Chiredzi
633,Marshall,US,53.31,overcast clouds,34.3834,-86.3333,Riverview Campground
634,Asau,RO,45.75,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
635,El Dorado,US,46.6,broken clouds,38.7666,-120.5177,South Fork Group Campground
640,Sarangani,PH,79.2,light rain,5.4033,125.4636,Ballistic Islet
641,Marsh Harbour,BS,72.91,scattered clouds,26.5412,-77.0636,Abaco Beach Resort
642,Porbandar,IN,70.5,clear sky,21.6422,69.6093,Lords Inn Porbandar
644,Nayagarh,IN,67.42,broken clouds,20.1333,85.1,Devjani autospa
645,Broken Hill,AU,78.51,clear sky,-31.95,141.4333,Royal Exchange Hotel
646,Salamanca,ES,41.0,few clouds,40.8333,-6.0,Palacio Carrascalino
648,Camacari,BR,82.17,few clouds,-12.6975,-38.3242,Sítio Blasi
650,Casablanca,MA,60.33,clear sky,33.5928,-7.6192,فندق البيت المغربي كازبلانكا
651,Witbank,ZA,58.51,clear sky,-25.8713,29.2332,ANEW Hotel Witbank eMalahleni
654,Oeiras,BR,75.38,broken clouds,-7.0253,-42.1311,Hotel SESC Oeiras
655,Montepuez,MZ,69.94,light rain,-13.1256,38.9997,PembaAparthotel
656,Pio Xii,BR,75.13,overcast clouds,-3.8325,-45.1525,BACURI DOS QUARESMAS
660,San Andres,CO,80.62,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
661,Mataram,ID,81.41,overcast clouds,-8.5833,116.1167,Hotel Santika Mataram
662,Tocopilla,CL,70.27,scattered clouds,-22.092,-70.1979,Hotel Galvarino
664,Rio Grande,BR,75.31,scattered clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
666,Farafangana,MG,77.18,moderate rain,-22.8167,47.8333,Miarina
668,Lorengau,PG,77.27,light rain,-2.0226,147.2712,Lorengau Harbourside Hotel
674,Ismailia,EG,57.11,clear sky,30.6043,32.2723,Mercure Ismailia Forsan Island Hotel
677,Singkang,MY,78.69,overcast clouds,2.1006,102.7994,Kampung Seri Makmor Pagoh
678,Syracuse,IT,55.45,clear sky,37.0881,15.2792,Hotel Posta
679,Mandera,KE,79.27,overcast clouds,3.9366,41.867,Mwalimu Guest mandera
680,Mahanoro,MG,73.4,heavy intensity rain,-19.9,48.8,BUNGALOW MAHAMANINA
681,Luganville,VU,86.52,broken clouds,-15.5333,167.1667,The Espiritu Hotel
682,Nhulunbuy,AU,88.41,moderate rain,-12.2333,136.7667,East Arnhem Real Estate
683,Mandapam,IN,79.79,clear sky,9.2833,79.1167,Tanvi Chachaa Chalet
684,Hervey Bay,AU,88.03,clear sky,-25.2986,152.8535,Shelly Bay Resort
686,Turbat,PK,65.66,clear sky,26.0023,63.044,Mubashar Quarters
690,Bonthe,SL,75.4,light rain,7.5264,-12.505,Bonthe Holiday Village
691,Mascota,MX,59.13,clear sky,20.5167,-104.7833,Meson De Santa Elena Hotel
694,Aguilas,ES,57.06,clear sky,37.4063,-1.5829,Hotel Carlos III
695,Pacho,CO,62.17,overcast clouds,5.1328,-74.1598,Hotel California
696,Beyneu,KZ,42.06,overcast clouds,45.3167,55.2,NUR
697,Bozhou,CN,41.61,overcast clouds,33.8772,115.7703,Haitian Hotel
698,Falciu,RO,41.14,scattered clouds,46.2961,28.1408,Cornelius city
